,ap_mac,ap_name,rssi,timestamp,room,door_status,room_part
0,94:d4:69:f9:7d:60:,eduroam,-78,1709565274.5704494,LC410,1,5
1,94:d4:69:f9:7d:64:,Guest-CentraleSupelec,-73,1709565274.5704494,LC410,1,5
2,94:d4:69:f9:7d:66:,fabrique2024,-73,1709565274.5704494,LC410,1,5
3,94:d4:69:f9:7d:67:,stop&go,-73,1709565274.5704494,LC410,1,5
4,94:d4:69:f9:7d:69:,fabrique2024,-86,1709565274.5704494,LC410,1,5
5,94:d4:69:f9:7d:c6:,fabrique2024,-84,1709565274.5704494,LC410,1,5
6,94:d4:69:fa:94:40:,eduroam,-62,1709565274.5704494,LC410,1,5
7,94:d4:69:fa:94:43:,CD91,-61,1709565274.5704494,LC410,1,5
8,94:d4:69:fa:94:44:,Guest-CentraleSupelec,-61,1709565274.5704494,LC410,1,5
9,94:d4:69:fa:94:46:,fabrique2024,-62,1709565274.5704494,LC410,1,5
10,94:d4:69:fa:94:48:,stop&go,-74,1709565274.5704494,LC410,1,5
11,94:d4:69:fa:94:49:,fabrique2024,-74,1709565274.5704494,LC410,1,5
12,94:d4:69:fa:94:4b:,Guest-CentraleSupelec,-73,1709565274.5704494,LC410,1,5
13,94:d4:69:fa:94:4c:,CD91,-74,1709565274.5704494,LC410,1,5
14,94:d4:69:fa:94:4f:,eduroam,-74,1709565274.5704494,LC410,1,5
15,94:d4:69:fa:9a:00:,eduroam,-64,1709565274.5704494,LC410,1,5
16,94:d4:69:fa:9a:03:,CD91,-65,1709565274.5704494,LC410,1,5
17,94:d4:69:fa:9a:04:,Guest-CentraleSupelec,-64,1709565274.5704494,LC410,1,5
18,94:d4:69:fa:9a:06:,fabrique2024,-64,1709565274.5704494,LC410,1,5
19,94:d4:69:fa:9a:07:,stop&go,-65,1709565274.5704494,LC410,1,5
20,94:d4:69:fa:9a:08:,stop&go,-64,1709565274.5704494,LC410,1,5
21,94:d4:69:fa:9a:09:,fabrique2024,-81,1709565274.5704494,LC410,1,5
22,94:d4:69:fa:9a:0b:,Guest-CentraleSupelec,-80,1709565274.5704494,LC410,1,5
23,94:d4:69:fa:9a:0c:,CD91,-81,1709565274.5704494,LC410,1,5
24,94:d4:69:fa:9a:0f:,eduroam,-81,1709565274.5704494,LC410,1,5
25,94:d4:69:fd:b1:00:,eduroam,-66,1709565274.5704494,LC410,1,5
26,94:d4:69:fd:b1:03:,CD91,-66,1709565274.5704494,LC410,1,5
27,94:d4:69:fd:b1:04:,Guest-CentraleSupelec,-66,1709565274.5704494,LC410,1,5
28,94:d4:69:fd:b1:06:,fabrique2024,-66,1709565274.5704494,LC410,1,5
29,94:d4:69:fd:b1:08:,stop&go,-77,1709565274.5704494,LC410,1,5
30,94:d4:69:fd:b1:09:,fabrique2024,-83,1709565274.5704494,LC410,1,5
31,94:d4:69:fd:b1:0b:,Guest-CentraleSupelec,-83,1709565274.5704494,LC410,1,5
32,94:d4:69:fd:b1:0c:,CD91,-84,1709565274.5704494,LC410,1,5
33,94:d4:69:fd:b1:0f:,eduroam,-75,1709565274.5704494,LC410,1,5
34,94:d4:69:fd:b1:e0:,eduroam,-65,1709565274.5704494,LC410,1,5
35,94:d4:69:fd:b1:e3:,CD91,-63,1709565274.5704494,LC410,1,5
36,94:d4:69:fd:b1:e4:,Guest-CentraleSupelec,-68,1709565274.5704494,LC410,1,5
37,94:d4:69:fd:b1:e6:,fabrique2024,-68,1709565274.5704494,LC410,1,5
38,94:d4:69:fd:b1:e8:,stop&go,-66,1709565274.5704494,LC410,1,5
39,94:d4:69:fd:b1:e9:,fabrique2024,-65,1709565274.5704494,LC410,1,5
40,94:d4:69:fd:b1:eb:,Guest-CentraleSupelec,-65,1709565274.5704494,LC410,1,5
41,94:d4:69:fd:b1:ec:,CD91,-65,1709565274.5704494,LC410,1,5
42,94:d4:69:fd:b1:ef:,eduroam,-70,1709565274.5704494,LC410,1,5
43,94:d4:69:fd:b2:20:,eduroam,-75,1709565274.5704494,LC410,1,5
44,94:d4:69:fd:b2:23:,CD91,-75,1709565274.5704494,LC410,1,5
45,94:d4:69:fd:b2:24:,Guest-CentraleSupelec,-75,1709565274.5704494,LC410,1,5
46,94:d4:69:fd:b2:26:,fabrique2024,-75,1709565274.5704494,LC410,1,5
47,94:d4:69:fd:b2:27:,stop&go,-78,1709565274.5704494,LC410,1,5
48,94:d4:69:fd:b2:28:,stop&go,-78,1709565274.5704494,LC410,1,5
49,94:d4:69:fd:b2:29:,fabrique2024,-78,1709565274.5704494,LC410,1,5
50,94:d4:69:fd:b2:2b:,Guest-CentraleSupelec,-80,1709565274.5704494,LC410,1,5
51,94:d4:69:fd:b2:2c:,CD91,-79,1709565274.5704494,LC410,1,5
52,94:d4:69:fd:b2:2f:,eduroam,-80,1709565274.5704494,LC410,1,5
53,94:d4:69:f9:7d:60:,eduroam,-78,1709565275.8271587,LC410,1,5
54,94:d4:69:f9:7d:64:,Guest-CentraleSupelec,-73,1709565275.8271587,LC410,1,5
55,94:d4:69:f9:7d:66:,fabrique2024,-73,1709565275.8271587,LC410,1,5
56,94:d4:69:f9:7d:67:,stop&go,-73,1709565275.8271587,LC410,1,5
57,94:d4:69:f9:7d:69:,fabrique2024,-86,1709565275.8271587,LC410,1,5
58,94:d4:69:f9:7d:c6:,fabrique2024,-84,1709565275.8271587,LC410,1,5
59,94:d4:69:fa:94:40:,eduroam,-62,1709565275.8271587,LC410,1,5
60,94:d4:69:fa:94:43:,CD91,-61,1709565275.8271587,LC410,1,5
61,94:d4:69:fa:94:44:,Guest-CentraleSupelec,-61,1709565275.8271587,LC410,1,5
62,94:d4:69:fa:94:46:,fabrique2024,-62,1709565275.8271587,LC410,1,5
63,94:d4:69:fa:94:47:,stop&go,-64,1709565275.8271587,LC410,1,5
64,94:d4:69:fa:94:48:,stop&go,-71,1709565275.8271587,LC410,1,5
