,ap_mac,ap_name,rssi,timestamp,room,door_status,room_part
0,00:18:E7:FF:8C:98,dlink,17,558.2065906524658,B2-01,0,5
1,2A:56:5A:49:06:54,DIRECT-54-HP M132f LaserJet,19,558.2065906524658,B2-01,0,5
2,34:60:F9:A3:D9:13,GASWIFI-5G_C2,24,558.2065906524658,B2-01,0,5
3,34:60:F9:A3:D9:14,GASWIFI-2G_C2,20,558.2065906524658,B2-01,0,5
4,34:60:F9:A3:E7:3F,GASWIFI_C4,29,558.2065906524658,B2-01,0,5
5,34:CE:00:51:3E:6F,Lab,45,558.2065906524658,B2-01,0,5
6,34:CE:00:51:3E:70,Lab_5G,12,558.2065906524658,B2-01,0,5
7,3A:60:F9:A3:D9:14,,32,558.2065906524658,B2-01,0,5
8,48:00:20:34:D2:40,eduroam,27,558.2065906524658,B2-01,0,5
9,54:B8:0A:AA:2C:8C,LAB_DIGITAL,45,558.2065906524658,B2-01,0,5
10,54:B8:0A:AA:2C:8D,PCS-Wireless,45,558.2065906524658,B2-01,0,5
11,54:B8:0A:AA:2C:8E,LAB_DIGITAL-5GHz,10,558.2065906524658,B2-01,0,5
12,54:B8:0A:AA:2C:8F,PCS-Wireless-5GHz,12,558.2065906524658,B2-01,0,5
13,54:F0:B1:A1:18:C0,eduroam,32,558.2065906524658,B2-01,0,5
14,54:F0:B1:A1:18:C1,PoliSemFio,32,558.2065906524658,B2-01,0,5
15,54:F0:B1:A1:18:C3,MEZANINO,32,558.2065906524658,B2-01,0,5
16,54:F0:B1:A1:18:C4,GDLAB,32,558.2065906524658,B2-01,0,5
17,54:F0:B1:A1:18:C5,LABPAD,32,558.2065906524658,B2-01,0,5
18,54:F0:B1:A1:18:D0,eduroam,24,558.2065906524658,B2-01,0,5
19,54:F0:B1:A1:18:D1,PoliSemFio,47,558.2065906524658,B2-01,0,5
20,54:F0:B1:A1:18:D2,,52,558.2065906524658,B2-01,0,5
21,54:F0:B1:A1:18:D3,MEZANINO,49,558.2065906524658,B2-01,0,5
22,54:F0:B1:A1:18:D4,GDLAB,19,558.2065906524658,B2-01,0,5
23,54:F0:B1:A1:18:D5,LABPAD,52,558.2065906524658,B2-01,0,5
24,54:F0:B1:A1:57:F2,,14,558.2065906524658,B2-01,0,5
25,54:F0:B1:A1:58:00,eduroam,25,558.2065906524658,B2-01,0,5
26,54:F0:B1:A1:58:01,PoliSemFio,34,558.2065906524658,B2-01,0,5
27,54:F0:B1:A1:E4:F0,eduroam,15,558.2065906524658,B2-01,0,5
28,54:F0:B1:A1:E4:F1,PoliSemFio,15,558.2065906524658,B2-01,0,5
29,54:F0:B1:A1:E4:F2,,17,558.2065906524658,B2-01,0,5
30,54:F0:B1:A1:E5:00,eduroam,24,558.2065906524658,B2-01,0,5
31,54:F0:B1:A2:37:E0,eduroam,17,558.2065906524658,B2-01,0,5
32,54:F0:B1:A2:57:20,eduroam,17,558.2065906524658,B2-01,0,5
33,54:F0:B1:A2:57:21,PoliSemFio,17,558.2065906524658,B2-01,0,5
34,54:F0:B1:A2:57:23,LCA,17,558.2065906524658,B2-01,0,5
35,54:F0:B1:A2:57:30,eduroam,42,558.2065906524658,B2-01,0,5
36,54:F0:B1:A2:57:31,PoliSemFio,42,558.2065906524658,B2-01,0,5
37,54:F0:B1:A2:57:33,LCA,40,558.2065906524658,B2-01,0,5
38,54:F0:B1:BB:5A:80,eduroam,34,558.2065906524658,B2-01,0,5
39,54:F0:B1:BB:5A:81,PoliSemFio,35,558.2065906524658,B2-01,0,5
40,54:F0:B1:BB:5A:82,HACKER,20,558.2065906524658,B2-01,0,5
41,54:F0:B1:BB:5A:83,LEP,25,558.2065906524658,B2-01,0,5
42,54:F0:B1:BB:84:D0,eduroam,10,558.2065906524658,B2-01,0,5
43,54:F0:B1:BB:84:D1,PoliSemFio,12,558.2065906524658,B2-01,0,5
44,54:F0:B1:BB:84:D2,,10,558.2065906524658,B2-01,0,5
45,54:F0:B1:BB:92:E1,PoliSemFio,17,558.2065906524658,B2-01,0,5
46,54:F0:B1:BB:BE:12,,27,558.2065906524658,B2-01,0,5
47,54:F0:B1:BB:BE:13,CAEEL,20,558.2065906524658,B2-01,0,5
48,54:F0:B1:BB:C4:D0,eduroam,54,558.2065906524658,B2-01,0,5
49,54:F0:B1:BB:C4:D2,,49,558.2065906524658,B2-01,0,5
50,54:F0:B1:BB:C4:F0,eduroam,29,558.2065906524658,B2-01,0,5
51,54:F0:B1:BB:C4:F1,PoliSemFio,27,558.2065906524658,B2-01,0,5
