,ap_mac,ap_name,rssi,timestamp,room,door_status,room_part
0,10:93:97:D1:E4:1C,NET_2GEC8185,25,411.9156756401062,QQQ,1,3
1,10:98:5F:0F:E1:AF,Lupos,25,411.9156756401062,QQQ,1,3
2,10:98:5F:29:C6:7F,Walter,10,411.9156756401062,QQQ,1,3
3,10:98:5F:6D:69:6F,Vivo_MigoMoi,15,411.9156756401062,QQQ,1,3
4,12:93:97:A1:E4:1C,#CLARO-WIFI,27,411.9156756401062,QQQ,1,3
5,30:16:9D:A2:B9:27,O Albergue' Hostel_EXT,17,411.9156756401062,QQQ,1,3
6,38:6B:1C:47:88:E1,Fazenda,22,411.9156756401062,QQQ,1,3
7,42:C8:79:1C:51:B4,PIX-LINK-2.4G,22,411.9156756401062,QQQ,1,3
8,84:0B:BB:C8:9F:30,SAMPAIO VIVO,32,411.9156756401062,QQQ,1,3
9,8A:D8:1B:C6:E7:1F,,34,411.9156756401062,QQQ,1,3
10,8C:44:4F:47:29:07,O Albergue' Hostel,20,411.9156756401062,QQQ,1,3
11,8E:44:4F:47:2A:08,#CLARO-WIFI,19,411.9156756401062,QQQ,1,3
12,98:7E:CA:A5:51:6F,fenix2.4,20,411.9156756401062,QQQ,1,3
13,9C:63:5B:8C:39:92,Casa Do Nico,12,411.9156756401062,QQQ,1,3
14,D8:07:B6:8A:C7:03,PaxTecum-5G,48,411.9156756401062,QQQ,1,3
15,D8:07:B6:8A:C7:04,PaxTecum,100,411.9156756401062,QQQ,1,3
16,D8:C6:78:70:41:30,Casa 104,34,411.9156756401062,QQQ,1,3
17,D8:C6:78:C1:B1:B8,Fazenda,35,411.9156756401062,QQQ,1,3
18,DE:07:B6:8A:C7:04,,99,411.9156756401062,QQQ,1,3
19,DE:4A:9E:D4:BE:4E,laps24-2.4G-ext,19,411.9156756401062,QQQ,1,3
20,DE:62:79:26:91:C6,REPANI,30,411.9156756401062,QQQ,1,3
21,E2:85:4D:D0:60:D4,[LG_Wall-Mount A/C]60d4,42,411.9156756401062,QQQ,1,3
22,E8:45:8B:4E:15:F0,SADA_ESTUDIO,25,411.9156756401062,QQQ,1,3
23,E8:45:8B:79:51:58,FIFALAU,29,411.9156756401062,QQQ,1,3
24,F0:A7:31:56:A3:51,SAMPAIO VIVO_EXT,85,411.9156756401062,QQQ,1,3
25,10:93:97:D1:E4:1C,NET_2GEC8185,25,414.52455592155457,QQQ,1,3
26,10:98:5F:0F:E1:AF,Lupos,25,414.52455592155457,QQQ,1,3
27,10:98:5F:29:C6:7F,Walter,10,414.52455592155457,QQQ,1,3
28,10:98:5F:6D:69:6F,Vivo_MigoMoi,15,414.52455592155457,QQQ,1,3
29,12:93:97:A1:E4:1C,#CLARO-WIFI,27,414.52455592155457,QQQ,1,3
