,ap_mac,ap_name,rssi,timestamp,room
0,80:2a:a8:17:d6:08,ViaRezo MAC auth,-65,1712671271.5214684,res3
1,80:2a:a8:17:d6:18,ViaRezo MAC auth,-78,1712671271.5214684,res3
2,80:2a:a8:18:d6:08,ViaRezo MAC auth,-80,1712671271.5214684,res3
3,86:2a:a8:17:d6:08,ViaRezo,-66,1712671271.5214684,res3
4,86:2a:a8:17:d6:18,ViaRezo,-78,1712671271.5214684,res3
5,86:2a:a8:18:d6:08,ViaRezo,-81,1712671271.5214684,res3
6,8a:2a:a8:17:d6:08,,-66,1712671271.5214684,res3
7,8e:2a:a8:17:d6:08,FedeRez,-65,1712671271.5214684,res3
8,8e:2a:a8:17:d6:18,FedeRez,-80,1712671271.5214684,res3
9,8e:2a:a8:18:d6:08,FedeRez,-81,1712671271.5214684,res3
10,92:2a:a8:17:d6:08,ViaRezo guest,-65,1712671271.5214684,res3
11,92:2a:a8:17:d6:18,ViaRezo guest,-79,1712671271.5214684,res3
12,92:2a:a8:18:d6:08,ViaRezo guest,-80,1712671271.5214684,res3
13,b2:cc:dc:e1:0b:b4,AndroidAPbe05,-74,1712671271.5214684,res3
14,b4:fb:e4:41:8f:35,ViaRezo MAC auth,-90,1712671271.5214684,res3
15,ba:fb:e4:41:8f:35,ViaRezo,-91,1712671271.5214684,res3
16,c2:fb:e4:41:8f:35,FedeRez,-90,1712671271.5214684,res3
17,c6:fb:e4:41:8f:35,ViaRezo guest,-89,1712671271.5214684,res3
18,80:2a:a8:17:d6:08,ViaRezo MAC auth,-65,1712671281.1546347,res3
19,80:2a:a8:17:d6:18,ViaRezo MAC auth,-78,1712671281.1546347,res3
20,80:2a:a8:18:d6:08,ViaRezo MAC auth,-80,1712671281.1546347,res3
21,86:2a:a8:17:d6:08,ViaRezo,-66,1712671281.1546347,res3
22,86:2a:a8:17:d6:18,ViaRezo,-78,1712671281.1546347,res3
23,86:2a:a8:18:d6:08,ViaRezo,-81,1712671281.1546347,res3
24,8a:2a:a8:17:d6:08,,-66,1712671281.1546347,res3
25,8e:2a:a8:17:d6:08,FedeRez,-65,1712671281.1546347,res3
26,8e:2a:a8:17:d6:18,FedeRez,-80,1712671281.1546347,res3
27,8e:2a:a8:18:d6:08,FedeRez,-81,1712671281.1546347,res3
28,92:2a:a8:17:d6:08,ViaRezo guest,-65,1712671281.1546347,res3
29,92:2a:a8:17:d6:18,ViaRezo guest,-79,1712671281.1546347,res3
30,92:2a:a8:18:d6:08,ViaRezo guest,-80,1712671281.1546347,res3
31,b2:cc:dc:e1:0b:b4,AndroidAPbe05,-74,1712671281.1546347,res3
32,b4:fb:e4:41:8f:35,ViaRezo MAC auth,-90,1712671281.1546347,res3
33,ba:fb:e4:41:8f:35,ViaRezo,-91,1712671281.1546347,res3
34,c2:fb:e4:41:8f:35,FedeRez,-90,1712671281.1546347,res3
35,c6:fb:e4:41:8f:35,ViaRezo guest,-89,1712671281.1546347,res3
36,80:2a:a8:17:d6:08,ViaRezo MAC auth,-70,1712671291.1650803,res3
37,80:2a:a8:17:d6:18,ViaRezo MAC auth,-82,1712671291.1650803,res3
38,80:2a:a8:18:d6:08,ViaRezo MAC auth,-80,1712671291.1650803,res3
39,86:2a:a8:17:d6:08,ViaRezo,-68,1712671291.1650803,res3
40,86:2a:a8:17:d6:18,ViaRezo,-83,1712671291.1650803,res3
41,86:2a:a8:18:d6:08,ViaRezo,-80,1712671291.1650803,res3
42,8a:2a:a8:17:d6:08,,-70,1712671291.1650803,res3
43,8a:2a:a8:17:d6:18,,-83,1712671291.1650803,res3
44,8e:2a:a8:17:d6:08,FedeRez,-69,1712671291.1650803,res3
45,8e:2a:a8:17:d6:18,FedeRez,-81,1712671291.1650803,res3
46,8e:2a:a8:18:d6:08,FedeRez,-80,1712671291.1650803,res3
47,92:2a:a8:17:d6:08,ViaRezo guest,-68,1712671291.1650803,res3
48,92:2a:a8:17:d6:18,ViaRezo guest,-81,1712671291.1650803,res3
49,92:2a:a8:18:d6:08,ViaRezo guest,-80,1712671291.1650803,res3
50,b2:cc:dc:e1:0b:b4,AndroidAPbe05,-70,1712671291.1650803,res3
51,b4:fb:e4:41:8f:35,ViaRezo MAC auth,-81,1712671291.1650803,res3
52,ba:fb:e4:41:8f:35,ViaRezo,-82,1712671291.1650803,res3
53,be:fb:e4:41:8f:35,,-82,1712671291.1650803,res3
54,c2:fb:e4:41:8f:35,FedeRez,-82,1712671291.1650803,res3
55,c6:fb:e4:41:8f:35,ViaRezo guest,-82,1712671291.1650803,res3
56,80:2a:a8:17:d6:08,ViaRezo MAC auth,-70,1712671301.1749146,res3
57,80:2a:a8:17:d6:18,ViaRezo MAC auth,-80,1712671301.1749146,res3
58,80:2a:a8:18:d6:08,ViaRezo MAC auth,-80,1712671301.1749146,res3
59,86:2a:a8:17:d6:08,ViaRezo,-71,1712671301.1749146,res3
60,86:2a:a8:17:d6:18,ViaRezo,-82,1712671301.1749146,res3
61,86:2a:a8:18:d6:08,ViaRezo,-80,1712671301.1749146,res3
62,8a:2a:a8:17:d6:08,,-70,1712671301.1749146,res3
63,8a:2a:a8:17:d6:18,,-83,1712671301.1749146,res3
64,8a:2a:a8:18:d6:08,,-80,1712671301.1749146,res3
65,8e:2a:a8:17:d6:08,FedeRez,-70,1712671301.1749146,res3
66,8e:2a:a8:17:d6:18,FedeRez,-81,1712671301.1749146,res3
67,8e:2a:a8:18:d6:08,FedeRez,-80,1712671301.1749146,res3
68,8e:2a:a8:18:d6:18,FedeRez,-96,1712671301.1749146,res3
69,92:2a:a8:17:d6:08,ViaRezo guest,-70,1712671301.1749146,res3
70,92:2a:a8:17:d6:18,ViaRezo guest,-82,1712671301.1749146,res3
71,92:2a:a8:18:d6:08,ViaRezo guest,-80,1712671301.1749146,res3
72,92:2a:a8:18:d6:18,ViaRezo guest,-96,1712671301.1749146,res3
73,b2:cc:dc:e1:0b:b4,AndroidAPbe05,-69,1712671301.1749146,res3
74,b4:fb:e4:41:8f:35,ViaRezo MAC auth,-80,1712671301.1749146,res3
75,ba:fb:e4:41:8f:35,ViaRezo,-81,1712671301.1749146,res3
76,be:fb:e4:41:8f:35,,-82,1712671301.1749146,res3
77,c2:fb:e4:41:8f:35,FedeRez,-81,1712671301.1749146,res3
78,c6:fb:e4:41:8f:35,ViaRezo guest,-80,1712671301.1749146,res3
79,80:2a:a8:17:d6:08,ViaRezo MAC auth,-65,1712671311.1844974,res3
80,80:2a:a8:17:d6:18,ViaRezo MAC auth,-79,1712671311.1844974,res3
81,80:2a:a8:18:d6:08,ViaRezo MAC auth,-80,1712671311.1844974,res3
82,86:2a:a8:17:d6:08,ViaRezo,-65,1712671311.1844974,res3
83,86:2a:a8:17:d6:18,ViaRezo,-80,1712671311.1844974,res3
84,86:2a:a8:18:d6:08,ViaRezo,-80,1712671311.1844974,res3
85,8a:2a:a8:17:d6:08,,-65,1712671311.1844974,res3
86,8a:2a:a8:17:d6:18,,-79,1712671311.1844974,res3
87,8a:2a:a8:18:d6:08,,-80,1712671311.1844974,res3
88,8e:2a:a8:17:d6:08,FedeRez,-66,1712671311.1844974,res3
89,8e:2a:a8:17:d6:18,FedeRez,-80,1712671311.1844974,res3
90,8e:2a:a8:18:d6:08,FedeRez,-80,1712671311.1844974,res3
91,8e:2a:a8:18:d6:18,FedeRez,-96,1712671311.1844974,res3
92,92:2a:a8:17:d6:08,ViaRezo guest,-65,1712671311.1844974,res3
93,92:2a:a8:17:d6:18,ViaRezo guest,-82,1712671311.1844974,res3
94,92:2a:a8:18:d6:08,ViaRezo guest,-80,1712671311.1844974,res3
95,92:2a:a8:18:d6:18,ViaRezo guest,-96,1712671311.1844974,res3
96,b2:cc:dc:e1:0b:b4,AndroidAPbe05,-72,1712671311.1844974,res3
97,b4:fb:e4:41:8f:35,ViaRezo MAC auth,-87,1712671311.1844974,res3
98,ba:fb:e4:41:8f:35,ViaRezo,-90,1712671311.1844974,res3
99,be:fb:e4:41:8f:35,,-82,1712671311.1844974,res3
100,c2:fb:e4:41:8f:35,FedeRez,-88,1712671311.1844974,res3
101,c6:fb:e4:41:8f:35,ViaRezo guest,-90,1712671311.1844974,res3
