,ap_mac,ap_name,rssi,timestamp,room
0,00:0e:8e:6e:4d:5e,ClickShare-AMPHI LANGUES,-97,1714720056.4583986,LC405
1,1c:1e:e3:94:17:f8,IFP_17f8,-62,1714720056.4583986,LC405
2,94:d4:69:fa:9a:00,eduroam,-74,1714720056.4583986,LC405
3,94:d4:69:fa:9a:01,,-74,1714720056.4583986,LC405
4,94:d4:69:fa:9a:02,START UP FOR KIDS,-74,1714720056.4583986,LC405
5,94:d4:69:fa:9a:03,CD91,-74,1714720056.4583986,LC405
6,94:d4:69:fa:9a:04,Guest-CentraleSupelec,-74,1714720056.4583986,LC405
7,94:d4:69:fa:9a:05,,-74,1714720056.4583986,LC405
8,94:d4:69:fa:9a:06,TOSS2024,-80,1714720056.4583986,LC405
9,94:d4:69:fa:9a:07,stop&go,-79,1714720056.4583986,LC405
10,94:d4:69:fa:9a:08,stop&go,-75,1714720056.4583986,LC405
11,94:d4:69:fa:9a:09,fabrique2024,-80,1714720056.4583986,LC405
12,94:d4:69:fa:9a:0b,Guest-CentraleSupelec,-80,1714720056.4583986,LC405
13,94:d4:69:fa:9a:0c,CD91,-79,1714720056.4583986,LC405
14,94:d4:69:fa:9a:0d,START UP FOR KIDS,-80,1714720056.4583986,LC405
15,94:d4:69:fa:9a:0f,eduroam,-80,1714720056.4583986,LC405
16,94:d4:69:fd:b1:00,eduroam,-74,1714720056.4583986,LC405
17,94:d4:69:fd:b1:01,,-74,1714720056.4583986,LC405
18,94:d4:69:fd:b1:02,START UP FOR KIDS,-74,1714720056.4583986,LC405
19,94:d4:69:fd:b1:03,CD91,-74,1714720056.4583986,LC405
20,94:d4:69:fd:b1:04,Guest-CentraleSupelec,-74,1714720056.4583986,LC405
21,94:d4:69:fd:b1:05,,-75,1714720056.4583986,LC405
22,94:d4:69:fd:b1:06,fabrique2024,-74,1714720056.4583986,LC405
23,94:d4:69:fd:b1:07,,-74,1714720056.4583986,LC405
24,94:d4:69:fd:b1:08,stop&go,-74,1714720056.4583986,LC405
25,94:d4:69:fd:b1:09,TOSS2024,-74,1714720056.4583986,LC405
26,94:d4:69:fd:b2:20,eduroam,-62,1714720056.4583986,LC405
27,94:d4:69:fd:b2:21,,-62,1714720056.4583986,LC405
28,94:d4:69:fd:b2:22,START UP FOR KIDS,-62,1714720056.4583986,LC405
29,94:d4:69:fd:b2:23,CD91,-62,1714720056.4583986,LC405
30,94:d4:69:fd:b2:24,Guest-CentraleSupelec,-62,1714720056.4583986,LC405
31,94:d4:69:fd:b2:26,fabrique2024,-62,1714720056.4583986,LC405
32,94:d4:69:fd:b2:27,,-62,1714720056.4583986,LC405
33,94:d4:69:fd:b2:28,stop&go,-62,1714720056.4583986,LC405
34,94:d4:69:fd:b2:29,TOSS2024,-62,1714720056.4583986,LC405
35,94:d4:69:fd:b2:2a,,-80,1714720056.4583986,LC405
36,94:d4:69:fd:b2:2b,Guest-CentraleSupelec,-80,1714720056.4583986,LC405
37,94:d4:69:fd:b2:2c,CD91,-80,1714720056.4583986,LC405
38,94:d4:69:fd:b2:2d,START UP FOR KIDS,-80,1714720056.4583986,LC405
39,94:d4:69:fd:b2:2e,,-80,1714720056.4583986,LC405
40,94:d4:69:fd:b2:2f,eduroam,-80,1714720056.4583986,LC405
41,00:0e:8e:6e:4d:5e,ClickShare-AMPHI LANGUES,-97,1714720063.465104,LC405
42,1c:1e:e3:94:17:f8,IFP_17f8,-66,1714720063.465104,LC405
43,28:ee:52:ae:77:08,Le Toucan D\xc3\xa9cha\xc3\xaen\xc3\xa9,-74,1714720063.465104,LC405
44,94:d4:69:fa:94:40,eduroam,-79,1714720063.465104,LC405
45,94:d4:69:fa:94:48,stop&go,-79,1714720063.465104,LC405
46,94:d4:69:fa:94:49,TOSS2024,-79,1714720063.465104,LC405
47,94:d4:69:fa:9a:00,eduroam,-75,1714720063.465104,LC405
48,94:d4:69:fa:9a:01,,-75,1714720063.465104,LC405
49,94:d4:69:fa:9a:02,START UP FOR KIDS,-75,1714720063.465104,LC405
50,94:d4:69:fa:9a:03,CD91,-76,1714720063.465104,LC405
51,94:d4:69:fa:9a:04,Guest-CentraleSupelec,-76,1714720063.465104,LC405
52,94:d4:69:fa:9a:05,,-76,1714720063.465104,LC405
53,94:d4:69:fa:9a:06,TOSS2024,-84,1714720063.465104,LC405
54,94:d4:69:fa:9a:07,stop&go,-84,1714720063.465104,LC405
55,94:d4:69:fa:9a:08,stop&go,-75,1714720063.465104,LC405
56,94:d4:69:fa:9a:09,fabrique2024,-84,1714720063.465104,LC405
57,94:d4:69:fa:9a:0b,Guest-CentraleSupelec,-83,1714720063.465104,LC405
58,94:d4:69:fa:9a:0c,CD91,-84,1714720063.465104,LC405
59,94:d4:69:fa:9a:0d,START UP FOR KIDS,-84,1714720063.465104,LC405
60,94:d4:69:fa:9a:0f,eduroam,-84,1714720063.465104,LC405
61,94:d4:69:fd:b1:00,eduroam,-74,1714720063.465104,LC405
62,94:d4:69:fd:b1:01,,-77,1714720063.465104,LC405
63,94:d4:69:fd:b1:02,START UP FOR KIDS,-78,1714720063.465104,LC405
64,94:d4:69:fd:b1:03,CD91,-74,1714720063.465104,LC405
65,94:d4:69:fd:b1:04,Guest-CentraleSupelec,-78,1714720063.465104,LC405
66,94:d4:69:fd:b1:05,,-78,1714720063.465104,LC405
67,94:d4:69:fd:b1:06,fabrique2024,-78,1714720063.465104,LC405
68,94:d4:69:fd:b1:07,,-78,1714720063.465104,LC405
69,94:d4:69:fd:b1:08,stop&go,-78,1714720063.465104,LC405
70,94:d4:69:fd:b1:09,TOSS2024,-78,1714720063.465104,LC405
71,94:d4:69:fd:b1:0b,Guest-CentraleSupelec,-90,1714720063.465104,LC405
72,94:d4:69:fd:b2:20,eduroam,-57,1714720063.465104,LC405
73,94:d4:69:fd:b2:21,,-56,1714720063.465104,LC405
74,94:d4:69:fd:b2:22,START UP FOR KIDS,-57,1714720063.465104,LC405
75,94:d4:69:fd:b2:23,CD91,-57,1714720063.465104,LC405
76,94:d4:69:fd:b2:24,Guest-CentraleSupelec,-57,1714720063.465104,LC405
77,94:d4:69:fd:b2:25,,-57,1714720063.465104,LC405
78,94:d4:69:fd:b2:26,fabrique2024,-57,1714720063.465104,LC405
79,94:d4:69:fd:b2:27,,-57,1714720063.465104,LC405
80,94:d4:69:fd:b2:28,stop&go,-59,1714720063.465104,LC405
81,94:d4:69:fd:b2:29,TOSS2024,-59,1714720063.465104,LC405
82,94:d4:69:fd:b2:2a,,-80,1714720063.465104,LC405
83,94:d4:69:fd:b2:2b,Guest-CentraleSupelec,-76,1714720063.465104,LC405
84,94:d4:69:fd:b2:2c,CD91,-76,1714720063.465104,LC405
85,94:d4:69:fd:b2:2d,START UP FOR KIDS,-76,1714720063.465104,LC405
86,94:d4:69:fd:b2:2e,,-80,1714720063.465104,LC405
87,94:d4:69:fd:b2:2f,eduroam,-76,1714720063.465104,LC405
88,1c:1e:e3:94:17:f8,IFP_17f8,-66,1714720070.4675655,LC405
89,28:ee:52:ae:77:08,Le Toucan D\xc3\xa9cha\xc3\xaen\xc3\xa9,-74,1714720070.4675655,LC405
90,94:d4:69:fa:94:40,eduroam,-79,1714720070.4675655,LC405
91,94:d4:69:fa:94:48,stop&go,-79,1714720070.4675655,LC405
92,94:d4:69:fa:94:49,TOSS2024,-79,1714720070.4675655,LC405
93,94:d4:69:fa:9a:00,eduroam,-75,1714720070.4675655,LC405
94,94:d4:69:fa:9a:01,,-75,1714720070.4675655,LC405
95,94:d4:69:fa:9a:02,START UP FOR KIDS,-75,1714720070.4675655,LC405
96,94:d4:69:fa:9a:03,CD91,-76,1714720070.4675655,LC405
97,94:d4:69:fa:9a:04,Guest-CentraleSupelec,-76,1714720070.4675655,LC405
98,94:d4:69:fa:9a:05,,-76,1714720070.4675655,LC405
99,94:d4:69:fa:9a:06,TOSS2024,-84,1714720070.4675655,LC405
100,94:d4:69:fa:9a:07,stop&go,-84,1714720070.4675655,LC405
101,94:d4:69:fa:9a:09,fabrique2024,-84,1714720070.4675655,LC405
102,94:d4:69:fa:9a:0b,Guest-CentraleSupelec,-83,1714720070.4675655,LC405
103,94:d4:69:fa:9a:0c,CD91,-84,1714720070.4675655,LC405
104,94:d4:69:fa:9a:0d,START UP FOR KIDS,-84,1714720070.4675655,LC405
105,94:d4:69:fa:9a:0f,eduroam,-84,1714720070.4675655,LC405
106,94:d4:69:fd:b1:01,,-77,1714720070.4675655,LC405
107,94:d4:69:fd:b1:02,START UP FOR KIDS,-78,1714720070.4675655,LC405
108,94:d4:69:fd:b1:04,Guest-CentraleSupelec,-78,1714720070.4675655,LC405
109,94:d4:69:fd:b1:05,,-78,1714720070.4675655,LC405
110,94:d4:69:fd:b1:06,fabrique2024,-78,1714720070.4675655,LC405
111,94:d4:69:fd:b1:07,,-78,1714720070.4675655,LC405
112,94:d4:69:fd:b1:08,stop&go,-78,1714720070.4675655,LC405
113,94:d4:69:fd:b1:09,TOSS2024,-78,1714720070.4675655,LC405
114,94:d4:69:fd:b1:0b,Guest-CentraleSupelec,-90,1714720070.4675655,LC405
115,94:d4:69:fd:b2:20,eduroam,-57,1714720070.4675655,LC405
116,94:d4:69:fd:b2:21,,-56,1714720070.4675655,LC405
117,94:d4:69:fd:b2:22,START UP FOR KIDS,-57,1714720070.4675655,LC405
118,94:d4:69:fd:b2:23,CD91,-57,1714720070.4675655,LC405
119,94:d4:69:fd:b2:24,Guest-CentraleSupelec,-57,1714720070.4675655,LC405
120,94:d4:69:fd:b2:25,,-57,1714720070.4675655,LC405
121,94:d4:69:fd:b2:26,fabrique2024,-57,1714720070.4675655,LC405
122,94:d4:69:fd:b2:27,,-57,1714720070.4675655,LC405
123,94:d4:69:fd:b2:28,stop&go,-59,1714720070.4675655,LC405
124,94:d4:69:fd:b2:29,TOSS2024,-59,1714720070.4675655,LC405
125,94:d4:69:fd:b2:2b,Guest-CentraleSupelec,-76,1714720070.4675655,LC405
126,94:d4:69:fd:b2:2c,CD91,-76,1714720070.4675655,LC405
127,94:d4:69:fd:b2:2d,START UP FOR KIDS,-76,1714720070.4675655,LC405
128,94:d4:69:fd:b2:2f,eduroam,-76,1714720070.4675655,LC405
129,1c:1e:e3:94:17:f8,IFP_17f8,-60,1714720077.472196,LC405
130,28:ee:52:ae:77:08,Le Toucan D\xc3\xa9cha\xc3\xaen\xc3\xa9,-73,1714720077.472196,LC405
131,70:d3:79:39:de:20,eduroam,-82,1714720077.472196,LC405
132,70:d3:79:39:de:21,,-81,1714720077.472196,LC405
133,70:d3:79:39:de:22,START UP FOR KIDS,-82,1714720077.472196,LC405
134,70:d3:79:39:de:25,,-81,1714720077.472196,LC405
135,70:d3:79:39:de:26,fabrique2024,-82,1714720077.472196,LC405
136,70:d3:79:39:de:29,TOSS2024,-82,1714720077.472196,LC405
137,94:d4:69:fa:94:43,CD91,-79,1714720077.472196,LC405
138,94:d4:69:fa:94:47,,-79,1714720077.472196,LC405
139,94:d4:69:fa:94:48,stop&go,-80,1714720077.472196,LC405
140,94:d4:69:fa:9a:02,START UP FOR KIDS,-73,1714720077.472196,LC405
141,94:d4:69:fa:9a:03,CD91,-73,1714720077.472196,LC405
142,94:d4:69:fa:9a:04,Guest-CentraleSupelec,-74,1714720077.472196,LC405
143,94:d4:69:fa:9a:05,,-73,1714720077.472196,LC405
144,94:d4:69:fa:9a:06,TOSS2024,-83,1714720077.472196,LC405
145,94:d4:69:fa:9a:07,stop&go,-83,1714720077.472196,LC405
