,ap_mac,ap_name,rssi,timestamp,room
0,00:0e:8e:6e:4d:5e,ClickShare-AMPHI LANGUES,-90,1714717674.3727086,LC405
1,28:ee:52:ae:77:08,Le Toucan D\xc3\xa9cha\xc3\xaen\xc3\xa9,-81,1714717674.3727086,LC405
2,32:3d:6b:ac:cc:58,Galaxy A04s F93A,-74,1714717674.3727086,LC405
3,70:d3:79:39:6c:00,eduroam,-81,1714717674.3727086,LC405
4,70:d3:79:39:6c:07,,-80,1714717674.3727086,LC405
5,70:d3:79:39:de:20,eduroam,-82,1714717674.3727086,LC405
6,70:d3:79:39:de:21,,-81,1714717674.3727086,LC405
7,70:d3:79:39:de:22,START UP FOR KIDS,-81,1714717674.3727086,LC405
8,70:d3:79:39:de:26,fabrique2024,-81,1714717674.3727086,LC405
9,70:d3:79:39:de:27,,-81,1714717674.3727086,LC405
10,70:d3:79:39:de:28,stop&go,-81,1714717674.3727086,LC405
11,70:d3:79:39:de:29,TOSS2024,-82,1714717674.3727086,LC405
12,94:d4:69:fa:94:48,stop&go,-81,1714717674.3727086,LC405
13,94:d4:69:fa:94:49,TOSS2024,-80,1714717674.3727086,LC405
14,94:d4:69:fa:9a:00,eduroam,-71,1714717674.3727086,LC405
15,94:d4:69:fa:9a:01,,-71,1714717674.3727086,LC405
16,94:d4:69:fa:9a:03,CD91,-71,1714717674.3727086,LC405
17,94:d4:69:fa:9a:04,Guest-CentraleSupelec,-71,1714717674.3727086,LC405
18,94:d4:69:fa:9a:05,,-71,1714717674.3727086,LC405
19,94:d4:69:fa:9a:06,fabrique2024,-71,1714717674.3727086,LC405
20,94:d4:69:fa:9a:07,,-70,1714717674.3727086,LC405
21,94:d4:69:fa:9a:08,stop&go,-71,1714717674.3727086,LC405
22,94:d4:69:fa:9a:09,TOSS2024,-71,1714717674.3727086,LC405
23,94:d4:69:fa:9a:0a,,-85,1714717674.3727086,LC405
24,94:d4:69:fa:9a:0b,Guest-CentraleSupelec,-85,1714717674.3727086,LC405
25,94:d4:69:fa:9a:0c,CD91,-85,1714717674.3727086,LC405
26,94:d4:69:fa:9a:0d,START UP FOR KIDS,-85,1714717674.3727086,LC405
27,94:d4:69:fa:9a:0e,,-86,1714717674.3727086,LC405
28,94:d4:69:fa:9a:0f,eduroam,-85,1714717674.3727086,LC405
29,94:d4:69:fd:b1:00,eduroam,-73,1714717674.3727086,LC405
30,94:d4:69:fd:b1:01,,-74,1714717674.3727086,LC405
31,94:d4:69:fd:b1:02,START UP FOR KIDS,-74,1714717674.3727086,LC405
32,94:d4:69:fd:b1:03,CD91,-74,1714717674.3727086,LC405
33,94:d4:69:fd:b1:04,Guest-CentraleSupelec,-74,1714717674.3727086,LC405
34,94:d4:69:fd:b1:05,,-73,1714717674.3727086,LC405
