,ap_mac,ap_name,rssi,timestamp,room
0,7e:6e:b0:6c:31:d8,Wifi do Ale,-25,1712699876.7108107,res3-raspi
1,80:2a:a8:17:d6:08,ViaRezo MAC auth,-64,1712699876.7108107,res3-raspi
2,80:2a:a8:18:d6:08,ViaRezo MAC auth,-67,1712699876.7108107,res3-raspi
3,80:2a:a8:18:d6:18,ViaRezo MAC auth,-77,1712699876.7108107,res3-raspi
4,86:2a:a8:17:d6:08,ViaRezo,-64,1712699876.7108107,res3-raspi
5,86:2a:a8:18:d6:08,ViaRezo,-67,1712699876.7108107,res3-raspi
6,86:2a:a8:18:d6:18,ViaRezo,-77,1712699876.7108107,res3-raspi
7,8a:2a:a8:17:d6:08,,-64,1712699876.7108107,res3-raspi
8,8a:2a:a8:18:d6:08,,-68,1712699876.7108107,res3-raspi
9,8a:2a:a8:18:d6:18,,-76,1712699876.7108107,res3-raspi
10,8e:2a:a8:17:d6:08,FedeRez,-62,1712699876.7108107,res3-raspi
11,8e:2a:a8:18:d6:08,FedeRez,-67,1712699876.7108107,res3-raspi
12,8e:2a:a8:18:d6:18,FedeRez,-76,1712699876.7108107,res3-raspi
13,92:2a:a8:17:d6:08,ViaRezo guest,-62,1712699876.7108107,res3-raspi
14,92:2a:a8:18:d6:08,ViaRezo guest,-67,1712699876.7108107,res3-raspi
15,ae:34:24:ab:0e:83,Srazki,-57,1712699876.7108107,res3-raspi
16,ba:a9:dc:d8:1d:2b,Br\xc3\xa9hima's Galaxy A52 5Gaa,-47,1712699876.7108107,res3-raspi
17,7e:6e:b0:6c:31:d8,Wifi do Ale,-24,1712699886.7200558,res3-raspi
18,80:2a:a8:17:d6:08,ViaRezo MAC auth,-67,1712699886.7200558,res3-raspi
19,80:2a:a8:18:d6:08,ViaRezo MAC auth,-67,1712699886.7200558,res3-raspi
20,80:2a:a8:18:d6:18,ViaRezo MAC auth,-77,1712699886.7200558,res3-raspi
21,86:2a:a8:17:d6:08,ViaRezo,-65,1712699886.7200558,res3-raspi
22,86:2a:a8:18:d6:08,ViaRezo,-66,1712699886.7200558,res3-raspi
23,86:2a:a8:18:d6:18,ViaRezo,-77,1712699886.7200558,res3-raspi
24,8a:2a:a8:17:d6:08,,-64,1712699886.7200558,res3-raspi
25,8a:2a:a8:18:d6:08,,-68,1712699886.7200558,res3-raspi
26,8a:2a:a8:18:d6:18,,-76,1712699886.7200558,res3-raspi
27,8e:2a:a8:17:d6:08,FedeRez,-62,1712699886.7200558,res3-raspi
28,8e:2a:a8:18:d6:08,FedeRez,-67,1712699886.7200558,res3-raspi
29,8e:2a:a8:18:d6:18,FedeRez,-76,1712699886.7200558,res3-raspi
30,92:2a:a8:17:d6:08,ViaRezo guest,-62,1712699886.7200558,res3-raspi
31,92:2a:a8:18:d6:08,ViaRezo guest,-67,1712699886.7200558,res3-raspi
32,ae:34:24:ab:0e:83,Srazki,-57,1712699886.7200558,res3-raspi
33,ba:a9:dc:d8:1d:2b,Br\xc3\xa9hima's Galaxy A52 5Gaa,-47,1712699886.7200558,res3-raspi
34,c2:fb:e4:41:8f:35,FedeRez,-80,1712699886.7200558,res3-raspi
35,7e:6e:b0:6c:31:d8,Wifi do Ale,-25,1712699896.7296455,res3-raspi
36,80:2a:a8:17:d6:08,ViaRezo MAC auth,-66,1712699896.7296455,res3-raspi
37,80:2a:a8:18:d6:08,ViaRezo MAC auth,-67,1712699896.7296455,res3-raspi
38,80:2a:a8:18:d6:18,ViaRezo MAC auth,-77,1712699896.7296455,res3-raspi
39,86:2a:a8:17:d6:08,ViaRezo,-65,1712699896.7296455,res3-raspi
40,86:2a:a8:18:d6:08,ViaRezo,-67,1712699896.7296455,res3-raspi
41,86:2a:a8:18:d6:18,ViaRezo,-77,1712699896.7296455,res3-raspi
42,8a:2a:a8:17:d6:08,,-64,1712699896.7296455,res3-raspi
43,8a:2a:a8:18:d6:08,,-68,1712699896.7296455,res3-raspi
44,8a:2a:a8:18:d6:18,,-76,1712699896.7296455,res3-raspi
45,8e:2a:a8:17:d6:08,FedeRez,-62,1712699896.7296455,res3-raspi
46,8e:2a:a8:18:d6:08,FedeRez,-67,1712699896.7296455,res3-raspi
47,8e:2a:a8:18:d6:18,FedeRez,-76,1712699896.7296455,res3-raspi
