timestamp,00:0e:8e:6e:4d:5e,10:be:f5:be:82:a8,1c:1e:e3:94:17:f8,1c:1e:e3:db:04:b8,28:ee:52:ae:77:07,28:ee:52:ae:77:08,32:3d:6b:ac:cc:58,70:d3:79:39:6c:00,70:d3:79:39:6c:01,70:d3:79:39:6c:02,70:d3:79:39:6c:03,70:d3:79:39:6c:04,70:d3:79:39:6c:05,70:d3:79:39:6c:06,70:d3:79:39:6c:07,70:d3:79:39:6c:08,70:d3:79:39:6c:09,70:d3:79:39:de:20,70:d3:79:39:de:21,70:d3:79:39:de:22,70:d3:79:39:de:23,70:d3:79:39:de:24,70:d3:79:39:de:25,70:d3:79:39:de:26,70:d3:79:39:de:27,70:d3:79:39:de:28,70:d3:79:39:de:29,94:d4:69:f6:b5:a0,94:d4:69:f6:b5:a1,94:d4:69:f6:b5:a2,94:d4:69:f6:b5:a3,94:d4:69:f6:b5:a4,94:d4:69:f6:b5:a6,94:d4:69:f6:b5:a7,94:d4:69:f6:b5:a8,94:d4:69:f6:b5:a9,94:d4:69:f9:7d:c0,94:d4:69:f9:7d:c1,94:d4:69:f9:7d:c2,94:d4:69:f9:7d:c3,94:d4:69:f9:7d:c4,94:d4:69:f9:7d:c5,94:d4:69:f9:7d:c6,94:d4:69:f9:7d:c7,94:d4:69:f9:7d:c8,94:d4:69:f9:7d:c9,94:d4:69:fa:94:40,94:d4:69:fa:94:41,94:d4:69:fa:94:42,94:d4:69:fa:94:43,94:d4:69:fa:94:44,94:d4:69:fa:94:45,94:d4:69:fa:94:46,94:d4:69:fa:94:47,94:d4:69:fa:94:48,94:d4:69:fa:94:49,94:d4:69:fa:9a:00,94:d4:69:fa:9a:01,94:d4:69:fa:9a:02,94:d4:69:fa:9a:03,94:d4:69:fa:9a:04,94:d4:69:fa:9a:05,94:d4:69:fa:9a:06,94:d4:69:fa:9a:07,94:d4:69:fa:9a:08,94:d4:69:fa:9a:09,94:d4:69:fa:9a:0a,94:d4:69:fa:9a:0b,94:d4:69:fa:9a:0c,94:d4:69:fa:9a:0d,94:d4:69:fa:9a:0e,94:d4:69:fa:9a:0f,94:d4:69:fd:ac:e2,94:d4:69:fd:ac:e6,94:d4:69:fd:ac:e7,94:d4:69:fd:b1:00,94:d4:69:fd:b1:01,94:d4:69:fd:b1:02,94:d4:69:fd:b1:03,94:d4:69:fd:b1:04,94:d4:69:fd:b1:05,94:d4:69:fd:b1:06,94:d4:69:fd:b1:07,94:d4:69:fd:b1:08,94:d4:69:fd:b1:09,94:d4:69:fd:b1:0a,94:d4:69:fd:b1:0b,94:d4:69:fd:b1:0c,94:d4:69:fd:b1:0d,94:d4:69:fd:b1:0e,94:d4:69:fd:b1:0f,94:d4:69:fd:b2:20,94:d4:69:fd:b2:21,94:d4:69:fd:b2:22,94:d4:69:fd:b2:23,94:d4:69:fd:b2:24,94:d4:69:fd:b2:25,94:d4:69:fd:b2:26,94:d4:69:fd:b2:27,94:d4:69:fd:b2:28,94:d4:69:fd:b2:29,94:d4:69:fd:b2:2a,94:d4:69:fd:b2:2b,94:d4:69:fd:b2:2c,94:d4:69:fd:b2:2d,94:d4:69:fd:b2:2e,94:d4:69:fd:b2:2f,aa:6b:ad:45:e7:0d,b2:3e:26:00:d8:44,e8:cc:18:8d:3e:00,e8:cc:18:8d:3e:10
1714718709.0958498,,-92,-64,,-95,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-76,-77,-76,-76,-77,-76,-77,-76,-76,-86,,-87,-86,-87,,-86,,,,-73,-75,-73,-76,-75,-74,-74,-73,-74,-73,,-88,-87,-87,,-89,-64,-61,-64,-64,-64,-64,-64,-64,-64,-64,,-79,-79,-79,,-79,,,,
1714718716.099769,,,-62,,,-76,-77,,,,,,,,,,,,,,,,,,-83,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,,-84,-84,-85,,-85,,,,-74,-74,,,-74,-74,-74,-74,-74,-74,,,,,-89,-89,-65,-65,-64,-64,-64,-65,-64,-64,-64,-64,,-77,-78,-78,,-78,,,,
1714718723.1049175,,,-68,,,-86,-71,,,,,,,,,,,,,,,-83,,,-83,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,-77,-77,-77,-76,-76,-77,-76,-76,-76,,-86,-86,-86,,-85,,,,-75,-75,-75,-75,-75,-75,-75,-74,-75,-75,,,,,-89,-89,-61,-61,-61,-62,-62,-62,-62,-62,-62,-62,,-81,-81,-81,,-82,,,,
1714718730.110527,,,-68,,,-86,-71,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,-77,-77,-77,-76,-76,-77,-76,-76,-76,,-86,-86,-86,,-85,,,,-75,-75,-75,-75,-75,-75,-75,,-75,-75,,,,,,,-61,-61,-61,-62,-62,-62,-62,-62,-62,-62,,-81,-81,-81,,-82,,,,
1714718737.1158936,,,-54,,,,-77,,,,,,,,,,,,-83,-84,,-85,,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,-75,-75,-75,-75,-75,-86,-75,-75,-75,,-85,-85,-86,,-86,,,,-75,-75,-75,-75,-75,-74,-75,-75,-75,-74,,,,,,,-59,-60,-60,-58,-59,-59,-59,-59,-58,-59,,,,,,,,,,
1714718744.1187131,,,-61,,-93,-79,-76,,,,,,,,,,,,-83,-84,,-85,,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,-75,-75,-75,-75,-75,-84,-75,-75,-75,,-83,-84,-84,,-83,,,,-72,-72,-75,-75,-75,-74,-75,-75,-75,-74,,,,,,,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,,-74,-74,-74,,-74,,,,
1714718751.123527,,,-73,,-94,-76,-72,,,,,,,,,,,,-82,-82,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-73,-73,-73,-73,-73,-84,-84,-73,-84,,-84,-84,-84,,-84,,,,-76,-72,-77,-76,-76,-77,-77,,-77,-76,,,,,,,-68,-68,-67,-67,-67,-67,-68,-68,-68,-67,,-78,-78,-78,,-78,,,,
1714718758.127123,,,-57,,-95,,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,-80,,-72,-72,,,-72,,-79,-72,-71,-71,,-79,-79,-79,,-80,,,,,,-73,,-73,-73,,,-73,,,,,,,,-58,-60,-58,-57,-60,-58,-58,-58,-59,-60,,-76,-76,-76,,-76,,,,
1714718765.1313658,,,-57,,-95,,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,-80,,-72,-72,,,-72,,-79,-72,-71,-71,,-79,-79,-79,,-80,,,,,,-73,,-73,-73,,,-73,,,,,,,,-58,-60,-58,-57,-60,-58,-58,-58,-59,-60,,-76,-76,-76,,-76,,,,
1714718772.1363058,,,-57,,,-78,-75,-82,,,,,,,,,,-80,-80,-80,-80,-80,-80,-79,-80,-80,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,-74,-74,-72,-72,-74,-72,-72,-72,-72,,-79,-80,-79,,-79,,,,-74,-74,-73,-74,-74,-74,-74,-74,-74,-75,,,,,,,-61,-61,-61,-61,-61,-61,-61,-61,-60,-60,,-73,-74,-74,,-74,-84,,,
1714718779.141068,,,-73,,-96,-79,-72,-82,,,,,,,,,,-80,-80,-80,-83,-80,-80,-81,-80,-80,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,-71,-72,-72,-72,-72,-71,-72,,-83,-83,-83,,-84,,,,-74,-74,-73,-74,-74,-74,-74,-74,-74,,,,,,,,-66,-61,-66,-66,-66,-66,-66,-66,-66,-66,-82,-82,-82,-82,-82,-82,-84,,,
1714718786.1448374,-95,,-57,,,-76,,-83,-81,-82,-82,-81,,-82,,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,-74,-74,-74,-74,-74,-79,-79,,-79,,-79,-79,-79,,-79,,,,,,,,,,,-75,,,,,,,,,-57,-56,-57,-57,-59,-59,-57,-59,-57,-59,,-76,-76,-76,,-76,,,,
1714718793.1504905,-95,,-57,,,-76,,-83,-81,-82,-82,-81,,-82,,-81,-81,,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,-82,,-74,-73,-73,-73,-73,-73,-84,-83,-73,-84,,-84,-83,-83,,-84,,,,,-79,,-78,-78,-78,-79,-75,-78,,,,,,,,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,,-84,-84,-84,,-85,,,,
1714718800.1558979,,,,,,-76,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,-82,,,-73,-73,-73,-73,-73,-84,-83,-73,-84,,-84,-83,-83,,-84,,,,,-79,,-78,-78,-78,-79,,-78,,,,,,,,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,,-84,-84,-84,,-85,,,,
1714718807.16136,,,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-81,,-77,-77,,-77,-77,-77,-83,-83,-83,-83,-83,-83,-83,-83,,-83,,,,,,-77,-77,,-76,-76,-77,-77,-77,,-87,-88,-87,,-86,-63,-62,-62,-62,-62,-62,-62,-80,-63,-63,,-80,-80,-80,,-80,,,,
1714718814.1670158,,,-60,,,,,,,,,,,,,,,-81,,,,,,-81,,,-80,,,,,,,,,,,,,,,,,,,,,,-78,-78,,,-79,-80,-81,,-76,-76,-76,-76,-76,-76,-80,-80,-81,-80,-80,-80,-80,-80,-81,-80,,,,-78,-77,-78,-77,,-77,-78,-78,-77,-77,,-87,-88,-87,,-86,-59,-59,-59,-59,-59,-59,-59,-74,-59,-59,,-74,-74,-74,,-74,,,,
1714718821.1721525,,,-69,,,,,,-82,-81,-81,,,,,,,-81,-81,,,,-81,-81,-81,-82,-80,,,,,,,,,,,,,,,,,,,,,,-78,-78,-78,,-79,,,,-75,-75,-75,-75,-76,-76,-82,-82,-82,-81,-82,-82,-82,-82,-82,-82,,,,-77,-76,-76,-76,-76,-76,-76,-76,-76,-76,,,,,,,-62,-61,-61,-62,-62,-62,-62,-82,-62,-62,,-81,-81,-81,,-81,,-91,,
1714718828.177072,,,-59,,,-79,,-82,-82,-83,-81,-82,,-83,-81,-81,-82,-80,-80,-80,-80,-80,,,-80,-80,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-78,,,,,-73,,-80,-81,-80,-74,-80,-80,-80,-80,-80,-80,,,,-76,,,-75,-75,-75,-76,-75,-75,-75,,,,,,,-60,-59,-59,-59,-59,-59,-59,-59,-59,-59,,-74,-74,-74,,-74,,,-93,
1714718835.1833754,,,-59,,,-77,,-82,,-82,,,,-82,,,,-81,-81,-80,-81,-81,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,-80,-78,,-74,-74,-74,-74,-74,-79,-79,-79,-74,-80,-80,-79,-80,-80,-80,,,,-75,-75,-75,-74,-75,-74,-75,-74,-74,-75,,,,,,,-60,-60,-60,-60,-60,-61,-58,-59,-59,-58,,-74,-74,-74,,-74,,,,
1714718842.186362,,,-72,,,-79,,-82,,-82,,,,-82,,,,-81,-81,-81,-81,-81,-80,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-74,-74,-74,-74,-74,-75,-83,-83,-79,-74,-80,-82,-82,-82,-80,-82,,,,-75,-76,-75,-76,-76,-75,-75,-75,-75,-76,,,,,,,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,,-81,-82,-82,,-81,-86,,,
1714718849.1915677,,,-60,-91,,-79,,,,,-82,,,,,,,,,-81,,,,,-81,-81,-80,,,,,,,,,,,,,,,,,,,,,,,,-81,,-78,-78,,,-74,-74,-74,-74,-74,-75,-80,-80,-74,-74,,-79,-80,-80,,-80,,,,-76,-76,-75,-76,-76,-75,-90,-76,-75,-75,,,,,,,-60,-60,-60,-59,-59,-59,-59,-59,-59,-59,,-74,-74,-74,,-74,-85,-90,,
1714718856.1956189,,,-70,,,-78,,,,,,,,,,,,,,,,-80,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,-75,-74,-75,-74,-74,-74,-74,-74,-74,,-87,-88,-87,,-88,,,,-76,-76,-76,-76,-76,,-88,-76,-76,-75,,-88,-88,-88,,-87,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,,-82,-81,-81,,-81,,,,
1714718863.1978579,,,-70,,,-78,,,,,,,,,,,,,,,,-80,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,-75,-74,-75,-74,-74,-74,-74,-74,-74,,-87,-88,-87,,-88,,,,-76,-76,-76,-76,-76,,-88,-76,-76,-75,,-88,-88,-88,,-87,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,,-82,-81,-81,,-81,,,,
1714718870.204045,,,-67,,,-78,,,,,,,,,,,,-81,-81,-81,-80,,,,-81,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,-73,-73,-74,-74,-73,-73,-73,-73,-73,-73,,-82,-82,-82,,-82,,,,-76,-76,-76,-75,-76,-76,-76,-76,-76,-76,-88,,-89,-88,,-89,-63,-62,-62,-62,-63,-63,-62,-81,-63,-63,,-81,-81,-82,,-82,-85,,,
1714718877.2082853,,,-56,,,-76,,,,,-81,,,,,,,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,,,,,,,,,,,,,,,,,,,,,-77,,,,,,-77,-78,,-72,-72,-72,-72,-72,,-72,-72,-72,-72,,-80,-80,-79,,-79,,,,,-75,-75,-75,-75,-75,-76,-76,-75,-75,,,,,,,-59,-59,-59,-59,-59,-59,-59,-59,-59,-59,,-75,-75,-75,,-75,-85,,,
1714718884.2150922,,,-66,,,-77,,,,,-81,,,,,,,-80,-80,-81,-80,-81,-81,-81,-81,-81,-81,,,,,,,,,,,,,,,,,,,,,-77,,,,,,-77,-78,,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,,-83,-83,-83,,-83,,,,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,,,,,,,-60,-59,-59,-60,-60,-61,-61,-61,-61,-61,,-80,-81,-81,,-81,-85,,,
1714718891.2198615,,,-59,,,-76,,,,,-79,,,,,,,-80,-80,-81,-80,,,,-80,-80,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-71,-71,-71,-71,-71,-72,-72,-71,-71,-71,,-79,-79,-79,,-79,,,,-77,-77,-76,-76,-76,-76,-76,-76,-77,-76,,-88,-86,-87,,-87,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,,-74,-74,-74,,-74,,,,
1714718899.1699357,,,-59,,,,,,,,,,,,,,,-81,-80,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,-84,,-84,,-85,-84,-85,,-84,,,,,,,,,,,,,,,-87,-87,-88,,,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,,-83,-83,-83,,-84,,,,
1714718905.2271936,,,-58,,,,,-82,-82,-82,-81,-81,,-82,,-82,-82,-81,-80,-81,-81,-80,-80,,-82,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-72,-72,-72,-72,-72,-72,-80,-80,-72,-79,,-79,-80,-79,,-80,,,,-76,,-77,-77,-77,-77,-76,-77,-77,-76,,-87,-87,-88,,,-60,-59,-60,-60,-60,-60,-60,-60,-59,-59,,-74,-74,-74,,-74,,,,
1714718912.2328532,,,-63,,,,,-82,-82,-82,-81,-81,,-82,,-82,-82,-81,-80,-81,-81,-81,-81,,-81,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-73,-73,-73,-73,-73,-73,-85,-85,-73,-85,,-85,-85,-85,,-85,,,,-76,-76,-76,-76,-76,-76,-76,-76,-76,-75,,,,,,,-62,-61,-61,-61,-61,-62,-62,-62,-61,-61,,-74,-74,-74,,-74,,,,
1714718919.2371912,,,-63,,,,,,,,,,,,,,,-81,,-81,-81,-81,-81,-81,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,-79,,-77,-79,,-81,,-75,-75,-75,-73,-75,-75,-78,-78,-73,-78,,-78,-78,-78,,-78,,,,-75,-74,-74,-74,-74,-76,-74,-74,-74,-75,,-87,-88,-87,,-87,-59,-57,-57,-57,-57,-56,-56,-56,-56,-56,,,-74,-74,,-74,,,,
1714718926.242376,,,-72,,,,,,,,,,,,,,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,-80,,-80,,,,,,-73,-73,-73,-73,-72,-73,-73,-73,-73,-74,,-84,-84,-84,,-84,,,,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,,-88,-87,-88,,-88,-54,-54,-54,-54,-54,-54,-54,-54,-54,-54,,-78,-78,-78,,-78,,,,
1714718933.2485538,,,-72,,,,,,,,,,,,,,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,-80,,-80,,,,,,-73,-73,-73,-73,-72,-73,-73,-73,-73,-74,,-84,-84,-84,,-84,,,,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,,-88,-87,-88,,-88,-54,-54,-54,-54,-54,-54,-54,-54,-54,-54,,-78,-78,-78,,-78,,,,
1714718940.2532427,,,-60,,,-81,,,,-83,,,,,-83,,-83,,,,,,,,,,,,,,,,,,,-86,,,,,,-86,,,,,-80,,,,,-81,-80,-81,-80,-81,-70,-71,-70,-70,,-70,-70,-82,,-70,,-82,-82,-81,,-82,,,,-76,-75,-72,-76,-76,-75,-75,-75,-75,-76,,,-86,,,-85,-56,-55,-56,-55,-55,-55,-56,-56,-57,-55,,-74,-74,-74,,-74,,-93,-92,
1714718947.2594492,,,-59,,,,,,-81,-80,-81,-81,-81,-81,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,-73,-74,,-74,-73,-74,-73,-74,-74,,-83,-83,-83,,-83,,,,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,,,,,,,-55,-56,-56,-55,-56,-56,-56,-55,-56,-56,-76,-76,-76,-76,-76,-76,-83,,,-87
1714718954.2649622,,,-60,,,-82,,,,-83,-83,-82,,,,,,,,-81,,,-80,,-82,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,-74,-75,-74,-74,-74,-75,-74,-74,-74,-81,-82,-82,-82,-81,-81,,,,-77,,,,,-73,-76,-86,-76,-76,,-87,-86,-85,,-85,-56,-56,-56,-56,-58,-58,-58,-58,-58,-58,-75,-75,-75,-75,-75,-75,-83,,,
1714718961.2681246,,,-60,,-94,,,-84,,-83,-83,-82,,,-83,,,-82,-81,-81,-81,-82,-80,-82,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,-74,-75,-74,-74,-74,-75,-74,-74,-74,,-82,-82,-82,,-81,,,,,,,,,-73,,,,-76,,,,,,,-56,-56,-56,-56,-58,-58,-58,-58,-58,-58,-75,-75,-75,-75,-75,-75,-83,,,
1714718968.2718105,,,-59,,,-76,,,,,,,,,,,,-85,,,-84,-84,-83,-83,-83,-83,-80,,,,,,,,,,,,,,,,,,,,-80,,,,-81,,-80,,,-81,-75,-75,-75,-75,-74,,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,,,,,,,,,,,,,,,-86,,,,,-58,-58,-58,-58,-59,-58,-58,-58,-58,-58,,-75,-75,-75,,-75,-82,,,
1714718975.2785168,,,-70,,,-76,,,,,,,,,,,,-81,-82,-81,-84,-84,-81,-81,-81,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,,-79,,,-79,-72,-72,-72,-72,-72,-72,-86,-86,-85,-85,-85,-86,-85,-85,-85,-85,,,,-77,-77,-77,-77,,-77,-86,,,-77,,-86,,-87,,-86,-58,-59,-58,-58,-60,-59,-59,-59,-60,-60,,-73,-72,-72,,-72,-82,,,
1714718982.284723,,,-54,,,,,,,,,,,,,,,-81,-82,-81,,,-82,-81,-81,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,,-79,,,-81,-72,-72,-72,-72,-72,-72,-82,-82,-82,-82,-82,-82,-82,-82,-81,-81,,,,-73,-74,-74,-73,-73,-73,-86,-87,-73,-73,,-86,-87,-87,,-86,-62,-63,-63,-63,-63,-63,-63,-62,-62,-62,,-73,-73,-73,,-74,,-92,,
1714718989.2902045,,,-75,-90,,,,,,-82,-82,-82,-82,-82,-81,,,-79,-79,-79,-80,-80,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-79,-74,-74,-74,-74,,-74,-86,-87,-87,-87,-82,-86,-87,-86,-87,-87,,,,-74,-74,-73,-74,-73,-74,-73,-74,-74,-73,,,,,,-88,-65,-65,-65,-65,-65,-63,-65,-65,-65,-65,,-74,-74,-74,,-74,,,,-89
1714718997.2487152,,,-54,,-93,,,-83,,-82,-83,-84,,,-82,-82,-83,,-83,-82,,,-82,-82,-81,-82,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-82,,-77,-77,-77,-77,-77,-83,-83,-77,-83,,-83,-82,-82,,-82,,,,-78,-77,-77,-77,-77,-77,,,-78,-77,,,,,,,-62,-61,-61,-61,-61,-61,-61,-61,-61,-61,,-74,-75,-74,,-74,,,,
1714719003.2967777,,,-73,,-93,,,-83,,-82,-83,-84,,,-82,-82,-83,,-80,-81,,,-82,-82,-80,-82,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-82,-73,-77,-73,-73,-73,-73,-84,-84,-73,-84,,-84,-84,-84,,-83,,,,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,,,,,,,-60,-60,-60,-60,-60,-60,-59,-60,-60,-59,,-75,-76,-75,,-74,,,,
1714719010.3016555,,,-60,,-93,,,,,,,,,,,,,-81,-80,-81,-80,-80,-80,-82,-80,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,-82,,,,-73,-73,-73,-73,-73,-73,-85,-85,-73,-85,-85,-85,-85,-85,-85,-86,,,,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,,,,,,,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,,-75,-75,-75,,-75,,-91,,
1714719017.3075054,,,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,,-79,-79,-79,-79,-80,,-79,-80,-72,-72,-72,-71,-72,-72,-71,-71,-71,-71,,-88,-87,-88,,,,,-86,-76,-75,-75,-75,-75,-76,-75,-75,,-76,-88,,-88,,,,-59,-60,-59,-59,-59,-60,-59,-59,-59,-59,,-75,-75,-75,,-75,,,,
1714719024.3128078,,,-56,,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,,-79,-79,-79,-79,-80,,-79,-80,-73,-73,-73,-72,-72,-73,-72,-72,-72,-72,,-82,-82,-82,,-83,,,-86,-77,-77,-76,-76,-76,-76,-76,-76,-85,-76,-85,,-84,-85,,-85,-56,-55,-55,-55,-55,-56,-56,-56,-55,-56,,-74,-74,-74,,-74,,,,
1714719031.3181472,,,-56,,-93,-78,,-80,,,,,,,,,,,,,-81,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-73,-73,-72,-72,-73,-72,-72,-72,-72,,-82,-82,-82,,-83,,,,-77,-77,-76,-76,-76,-76,-76,-76,-85,-85,-85,-85,-84,-85,-85,-85,-56,-55,-55,-55,-55,-56,-56,-56,-55,-56,,-74,-74,-74,,-74,,,,-86
1714719038.3187134,,,-60,,-94,,,,,,,,,,,,,,,,,-85,-86,-85,-86,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,-82,-81,,,,-72,-72,-71,,-72,-87,,-71,,-87,-88,-88,,-87,,,,-74,-73,-73,-73,-73,-74,-73,-73,-74,-73,,,,,,,-62,,-61,-61,-61,-61,-61,-61,-61,-61,,,,,,,,-92,,
1714719045.3235393,,,-70,,-94,,,,,,,,,,,,,-79,,,,-85,-79,-79,-80,-80,-80,,,,,,,,-83,,,,,,,,,,,,-79,,-80,-79,,-79,-79,-79,-79,-79,-72,-72,-72,-72,-72,,-72,-87,-71,-71,,-87,-87,-87,,-87,,,,-75,-75,-75,-75,-75,-74,-75,-76,-75,-75,,,,,,,-61,-61,-61,-61,-61,-60,-60,-61,-61,-61,,-78,-78,-78,,-78,,-92,,
1714719052.3289187,,,-58,,-93,,,,,,,,,,,,,-79,,,,,-79,-79,-80,-80,-80,,,,,,,,,,,,,,,,,,,,-79,,-80,-79,-78,-79,-79,-79,-79,-79,-72,-72,-72,-72,-72,,-72,-87,-71,-74,,-87,-88,-87,,-87,,,,-75,-73,-73,-74,-75,-74,-73,-73,-73,-74,,,,,,,-57,-59,-57,-57,-57,-60,-57,-61,-57,-57,,-75,-75,-75,,-75,-85,-90,,
1714719059.3334713,,,-71,,-93,,,,,,,,,,,,,-81,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-79,,,,,,,,,-85,-85,,-74,,-84,-85,-84,,-84,,,,,-73,-73,-74,,,-73,-73,-73,-74,,-86,-87,-86,,-87,-63,-59,-64,-64,-64,,-63,-76,-63,-64,,-76,-76,-76,,-76,-85,-90,,
1714719067.305452,,,-71,,-94,,,-81,-81,-82,-81,,-82,-82,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-73,,,-73,-73,,-73,,-85,-84,-85,,-84,,,,,-76,-76,,,,-87,-88,-87,-88,-89,-89,-89,-88,-88,-88,-56,-56,-56,-55,-57,-56,-56,-56,-56,-58,,,,,,,,,,
1714719073.3393805,,,-59,,,,,-82,-81,-82,-82,,,,-80,,,-80,-80,,,,,-84,-80,,,,,,,,,,,,,,,,,,,,,,-78,,-79,,,-78,-78,-83,-81,-78,-72,-73,-72,-73,,,-73,-72,-73,-73,,-84,-85,-85,,-84,,,,-75,-75,-75,-75,,-75,-86,-75,-75,-86,,-87,-87,-87,,-87,-60,-60,-60,-59,-57,-59,-59,-59,-59,-60,,,-75,-75,,-75,,,,
1714719080.343724,,,-71,,,,,-82,-81,-82,-82,-81,,,-80,-81,-81,,,,,,,-80,,,,,,,,,,,-85,-84,,,,,,,,,,,,,,,,,-78,-83,-79,,-72,-72,-72,-72,-72,-72,-72,-72,-71,-72,,-85,-85,-85,,-85,,,,-75,-74,-74,-74,-74,-74,-74,-74,-74,-74,,,,,,,-58,-58,-57,-57,-58,-58,-57,-58,-57,-58,-72,-72,-72,-72,-72,-72,-84,,,
1714719087.3489566,,,-58,,,,,-81,,,,-81,,-80,,-80,,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,,,,-73,,,-84,-85,,-85,,-84,-84,-85,-83,-84,,,,-75,-75,-75,-75,-75,-75,-75,,-75,-75,,,,-88,,,-60,-60,-60,-60,-60,-58,-58,-60,-60,-60,-77,-77,-77,-77,-77,-77,-82,,,-89
1714719094.3544254,,,-58,,,,,-81,,,,-81,,-80,,-80,,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,,,,-73,,,-84,-85,,-85,,-84,-84,-85,-83,-84,,,,-75,-75,-75,-75,-75,-75,-75,,-75,-75,,,,-88,,,-60,-60,-60,-60,-60,-58,-58,-60,-60,-60,-77,-77,-77,-77,-77,-77,-82,,,-89
