,ap_mac,ap_name,rssi,timestamp,room
0,32:3d:6b:ac:cc:58,Galaxy A04s F93A,-73,1714717527.2880578,LC405test
1,94:d4:69:fa:9a:03,CD91,-73,1714717527.2880578,LC405test
2,94:d4:69:fa:9a:06,TOSS2024,-89,1714717527.2880578,LC405test
3,94:d4:69:fa:9a:07,stop&go,-88,1714717527.2880578,LC405test
4,94:d4:69:fa:9a:08,stop&go,-73,1714717527.2880578,LC405test
5,94:d4:69:fa:9a:09,fabrique2024,-88,1714717527.2880578,LC405test
6,94:d4:69:fa:9a:0b,Guest-CentraleSupelec,-87,1714717527.2880578,LC405test
7,94:d4:69:fa:9a:0c,CD91,-88,1714717527.2880578,LC405test
8,94:d4:69:fa:9a:0d,START UP FOR KIDS,-88,1714717527.2880578,LC405test
9,94:d4:69:fa:9a:0f,eduroam,-88,1714717527.2880578,LC405test
10,94:d4:69:fd:b1:06,fabrique2024,-77,1714717527.2880578,LC405test
11,94:d4:69:fd:b1:09,TOSS2024,-78,1714717527.2880578,LC405test
12,94:d4:69:fd:b2:20,eduroam,-64,1714717527.2880578,LC405test
13,94:d4:69:fd:b2:21,,-64,1714717527.2880578,LC405test
14,94:d4:69:fd:b2:22,START UP FOR KIDS,-64,1714717527.2880578,LC405test
15,94:d4:69:fd:b2:23,CD91,-64,1714717527.2880578,LC405test
16,94:d4:69:fd:b2:24,Guest-CentraleSupelec,-64,1714717527.2880578,LC405test
17,94:d4:69:fd:b2:25,,-63,1714717527.2880578,LC405test
18,94:d4:69:fd:b2:26,fabrique2024,-64,1714717527.2880578,LC405test
19,94:d4:69:fd:b2:27,,-64,1714717527.2880578,LC405test
20,94:d4:69:fd:b2:28,stop&go,-64,1714717527.2880578,LC405test
21,94:d4:69:fd:b2:29,TOSS2024,-64,1714717527.2880578,LC405test
22,94:d4:69:fd:b2:2b,Guest-CentraleSupelec,-83,1714717527.2880578,LC405test
23,94:d4:69:fd:b2:2c,CD91,-83,1714717527.2880578,LC405test
24,94:d4:69:fd:b2:2d,START UP FOR KIDS,-83,1714717527.2880578,LC405test
25,94:d4:69:fd:b2:2f,eduroam,-83,1714717527.2880578,LC405test
26,00:0e:8e:6e:4d:5e,ClickShare-AMPHI LANGUES,-94,1714717534.2942507,LC405test
27,28:ee:52:ae:77:07,Le Toucan D\xc3\xa9cha\xc3\xaen\xc3\xa9 5GHz,-92,1714717534.2942507,LC405test
28,28:ee:52:ae:77:08,Le Toucan D\xc3\xa9cha\xc3\xaen\xc3\xa9,-79,1714717534.2942507,LC405test
29,32:3d:6b:ac:cc:58,Galaxy A04s F93A,-74,1714717534.2942507,LC405test
30,94:d4:69:f9:7d:44,Guest-CentraleSupelec,-81,1714717534.2942507,LC405test
