,ap_mac,ap_name,rssi,timestamp,room,door_status,room_part
0,00:18:E7:FF:8C:98,dlink,27,108.16841721534729,B2-01,0,2
1,00:21:91:70:9D:EC,LAB-DIDATICO,14,108.16841721534729,B2-01,0,2
2,20:AA:4B:A7:19:74,LAA03,19,108.16841721534729,B2-01,0,2
3,30:85:A9:69:F2:E4,PCS-Wireless-C2-22,40,108.16841721534729,B2-01,0,2
4,34:60:F9:A3:D9:14,GASWIFI-2G_C2,29,108.16841721534729,B2-01,0,2
5,34:60:F9:A3:E7:3F,GASWIFI_C4,34,108.16841721534729,B2-01,0,2
6,34:CE:00:51:3E:6F,Lab,50,108.16841721534729,B2-01,0,2
7,34:CE:00:51:3E:70,Lab_5G,12,108.16841721534729,B2-01,0,2
8,3A:60:F9:A3:D9:14,,22,108.16841721534729,B2-01,0,2
9,54:B8:0A:AA:2C:8C,LAB_DIGITAL,44,108.16841721534729,B2-01,0,2
10,54:B8:0A:AA:2C:8D,PCS-Wireless,44,108.16841721534729,B2-01,0,2
11,54:F0:B1:A1:18:C0,eduroam,29,108.16841721534729,B2-01,0,2
12,54:F0:B1:A1:18:C1,PoliSemFio,29,108.16841721534729,B2-01,0,2
13,54:F0:B1:A1:18:C3,MEZANINO,29,108.16841721534729,B2-01,0,2
14,54:F0:B1:A1:18:C4,GDLAB,29,108.16841721534729,B2-01,0,2
15,54:F0:B1:A1:18:C5,LABPAD,29,108.16841721534729,B2-01,0,2
16,54:F0:B1:A1:18:D0,eduroam,12,108.16841721534729,B2-01,0,2
17,54:F0:B1:A1:18:D1,PoliSemFio,40,108.16841721534729,B2-01,0,2
18,54:F0:B1:A1:18:D2,,40,108.16841721534729,B2-01,0,2
19,54:F0:B1:A1:18:D3,MEZANINO,24,108.16841721534729,B2-01,0,2
20,54:F0:B1:A1:18:D4,GDLAB,42,108.16841721534729,B2-01,0,2
21,54:F0:B1:A1:18:D5,LABPAD,44,108.16841721534729,B2-01,0,2
22,54:F0:B1:A1:57:F0,eduroam,12,108.16841721534729,B2-01,0,2
23,54:F0:B1:A1:57:F1,PoliSemFio,9,108.16841721534729,B2-01,0,2
24,54:F0:B1:A1:57:F2,,12,108.16841721534729,B2-01,0,2
25,54:F0:B1:A1:58:00,eduroam,39,108.16841721534729,B2-01,0,2
26,54:F0:B1:A1:58:01,PoliSemFio,42,108.16841721534729,B2-01,0,2
27,54:F0:B1:A1:58:02,,42,108.16841721534729,B2-01,0,2
28,54:F0:B1:A1:E5:01,PoliSemFio,32,108.16841721534729,B2-01,0,2
29,54:F0:B1:A1:E5:02,,32,108.16841721534729,B2-01,0,2
30,54:F0:B1:A2:4A:70,eduroam,9,108.16841721534729,B2-01,0,2
31,54:F0:B1:A2:56:70,eduroam,15,108.16841721534729,B2-01,0,2
32,54:F0:B1:A2:56:71,PoliSemFio,27,108.16841721534729,B2-01,0,2
33,54:F0:B1:A2:56:72,,30,108.16841721534729,B2-01,0,2
34,54:F0:B1:A2:57:20,eduroam,12,108.16841721534729,B2-01,0,2
35,54:F0:B1:A2:57:21,PoliSemFio,12,108.16841721534729,B2-01,0,2
36,54:F0:B1:A2:57:23,LCA,12,108.16841721534729,B2-01,0,2
37,54:F0:B1:A2:57:30,eduroam,27,108.16841721534729,B2-01,0,2
38,54:F0:B1:A2:57:31,PoliSemFio,30,108.16841721534729,B2-01,0,2
39,54:F0:B1:A2:57:32,,29,108.16841721534729,B2-01,0,2
40,54:F0:B1:A2:57:33,LCA,30,108.16841721534729,B2-01,0,2
41,54:F0:B1:BB:5A:81,PoliSemFio,30,108.16841721534729,B2-01,0,2
42,54:F0:B1:BB:5A:82,HACKER,32,108.16841721534729,B2-01,0,2
43,54:F0:B1:BB:5A:83,LEP,34,108.16841721534729,B2-01,0,2
44,54:F0:B1:BB:5A:84,,29,108.16841721534729,B2-01,0,2
