,ap_mac,ap_name,rssi,timestamp,room,door_status,room_part
0,30:16:9d:a2:b9:27,O Albergue' Hostel_EXT,-73,188.1585385799408,Q,1,2
1,42:c8:79:1c:51:b4,PIX-LINK-2.4G,-79,188.1585385799408,Q,1,2
2,84:0b:bb:c8:9f:30,SAMPAIO VIVO,-83,188.1585385799408,Q,1,2
3,8c:44:4f:47:29:07,O Albergue' Hostel,-76,188.1585385799408,Q,1,2
4,8e:44:4f:47:2a:08,#CLARO-WIFI,-79,188.1585385799408,Q,1,2
5,d8:07:b6:8a:c7:03,PaxTecum-5G,-62,188.1585385799408,Q,1,2
6,d8:07:b6:8a:c7:04,PaxTecum,-39,188.1585385799408,Q,1,2
7,d8:c6:78:70:41:30,Casa 104,-79,188.1585385799408,Q,1,2
8,e2:85:4d:d0:60:d4,[LG_Wall-Mount A/C]60d4,-75,188.1585385799408,Q,1,2
9,e8:45:8b:79:51:58,FIFALAU,-84,188.1585385799408,Q,1,2
10,f0:a7:31:56:a3:51,SAMPAIO VIVO_EXT,-69,188.1585385799408,Q,1,2
11,30:16:9d:a2:b9:27,O Albergue' Hostel_EXT,-73,190.16993117332458,Q,1,2
12,42:c8:79:1c:51:b4,PIX-LINK-2.4G,-79,190.16993117332458,Q,1,2
13,84:0b:bb:c8:9f:30,SAMPAIO VIVO,-83,190.16993117332458,Q,1,2
14,8c:44:4f:47:29:07,O Albergue' Hostel,-76,190.16993117332458,Q,1,2
15,8e:44:4f:47:2a:08,#CLARO-WIFI,-79,190.16993117332458,Q,1,2
16,d8:07:b6:8a:c7:03,PaxTecum-5G,-62,190.16993117332458,Q,1,2
17,d8:07:b6:8a:c7:04,PaxTecum,-39,190.16993117332458,Q,1,2
18,d8:c6:78:70:41:30,Casa 104,-79,190.16993117332458,Q,1,2
19,e2:85:4d:d0:60:d4,[LG_Wall-Mount A/C]60d4,-75,190.16993117332458,Q,1,2
20,e8:45:8b:79:51:58,FIFALAU,-84,190.16993117332458,Q,1,2
21,f0:a7:31:56:a3:51,SAMPAIO VIVO_EXT,-69,190.16993117332458,Q,1,2
22,30:16:9d:a2:b9:27,O Albergue' Hostel_EXT,-73,192.17935705184937,Q,1,2
23,42:c8:79:1c:51:b4,PIX-LINK-2.4G,-79,192.17935705184937,Q,1,2
24,84:0b:bb:c8:9f:30,SAMPAIO VIVO,-83,192.17935705184937,Q,1,2
25,8c:44:4f:47:29:07,O Albergue' Hostel,-76,192.17935705184937,Q,1,2
26,8e:44:4f:47:2a:08,#CLARO-WIFI,-79,192.17935705184937,Q,1,2
27,d8:07:b6:8a:c7:03,PaxTecum-5G,-62,192.17935705184937,Q,1,2
28,d8:07:b6:8a:c7:04,PaxTecum,-39,192.17935705184937,Q,1,2
29,d8:c6:78:70:41:30,Casa 104,-79,192.17935705184937,Q,1,2
30,e2:85:4d:d0:60:d4,[LG_Wall-Mount A/C]60d4,-75,192.17935705184937,Q,1,2
31,e8:45:8b:79:51:58,FIFALAU,-84,192.17935705184937,Q,1,2
32,f0:a7:31:56:a3:51,SAMPAIO VIVO_EXT,-69,192.17935705184937,Q,1,2
33,30:16:9d:a2:b9:27,O Albergue' Hostel_EXT,-73,194.18756413459778,Q,1,2
34,42:c8:79:1c:51:b4,PIX-LINK-2.4G,-79,194.18756413459778,Q,1,2
35,84:0b:bb:c8:9f:30,SAMPAIO VIVO,-83,194.18756413459778,Q,1,2
